"x"
0
20
22
14
7
8
4
0
32
-1
31
-3
32
30
1
24
9
7
22
15
0
32
0
30
1
24
9
11
14
19
0
20
22
14
7
8
4
0
32
-1
31
-3
0
0
-2
5
-1
-3
1
-2
0
0
1
0
0
-2
-2
2
1
1
0
0
1
0
0
1
0
-2
3
0
0
18
0
1
-1
1
0
0
-2
-2
2
1
1
0
0
1
0
0
1
0
-2
3
0
20
22
14
7
8
4
0
32
0
9
104
0
0
20
22
14
7
8
4
0
32
-1
31
-3
32
30
1
24
9
7
22
15
0
1
0
0
-2
2
-1
0
648
0
18
22
14
7
8
4
0
32
-1
31
22
7
30
131
18
0
23
0
-3
32
0
24
9
11
14
19
0
0
-2
31
0
1
-2
0
0
1
1
-1
-2
-2
2
32
0
0
1
0
0
1
0
-2
3
0
0
17
0
0
0
1
0
0
-2
-2
2
1
1
0
0
1
0
0
1
0
-2
3
0
0
3
4
0
89
0
-4
30
7
9
-19
-8
16
-8
-7
0
0
-2
2
-1
0
2
-2
-1
0
1
0
0
-2
-2
2
1
1
0
0
1
0
0
1
0
-2
3
0
0
4
17
7
5
30
0
0
0
-2
2
-1
0
1
-2
0
0
1
0
0
-2
-2
2
1
1
0
0
1
0
0
1
0
-2
3
0
0
0
-2
2
-1
0
633
0
54
0
0
5
-2
1
7
-3
1
-1
0
0
0
-1
4
2
1
-1
2
1
2
1
-1
3
-7
12
-3
2
-3
0
-5
-2
-4
-4
27
-3
-1
10
0
1
1
1
-1
-2
5
1
-3
5
-4
-2
1
5
-2
0
1
-3
-1
-3
-2
-5
-3
-1
10
5
-1
4
-3
0
1
1
3
-3
-2
-2
8
-3
4
-3
-2
1
5
-2
0
1
-3
-1
-3
-2
-5
0
-1
88
0
0
1
1
3
-3
-2
-2
8
-3
4
356
6
-2
1
2
-3
-2
0
0
3
-3
4
-1
10
0
-7
2
-1
1
4
-1
2
-1
1
3
0
23
25
31
51
64
64
-3
274
0
1
0
11
-4
1
6
3
0
20
22
14
7
8
4
0
32
-1
31
-3
32
30
1
24
9
7
22
15
0
32
0
30
1
24
9
11
14
19
0
20
22
14
7
8
4
0
32
-1
31
-3
0
0
-2
5
-1
-3
1
-2
0
0
1
0
0
-2
-2
2
1
1
0
0
1
0
0
1
0
-2
3
0
0
18
0
1
-1
1
0
0
-2
-2
2
1
1
0
0
1
0
0
1
0
-2
3
0
20
22
14
7
8
4
0
32
0
9
104
0
0
0
20
22
14
7
8
4
0
32
-1
31
-3
32
30
1
24
9
7
22
15
0
1
0
-3
-5
-4
40
-3
-1
5
1
0
-1
-2
-2
-2
-3
-2
72
-2
5
-4
6
-1
-2
17
0
0
-3
-5
-4
40
-3
-1
5
1
0
-1
-2
-2
-2
-3
-2
72
-2
19
-2
4
-3
5
7
0
5
61
38
38
30
19
-2
4
0
8
2
2
-2
5
-4
6
-1
-2
-3
5
0
-19
-7
34
2
-2
0
-2
-2
0
-3
-5
-4
167
6
-2
0
-5
-4
0
-6
2
2
-2
19
-2
4
-3
5
-2
0
-2
-7
0
0
-2
2
-1
0
648
0
0
-2
-5
4
0
0
0
-3
-5
-4
40
-3
-1
5
1
0
-1
-2
