"x"
9.74508276703142
13.2579718665457
12.4545454545455
0
0
9.375
0
9.74508276703142
0
21.6666666666667
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
31.875
0
9.74508276703142
13.2579718665457
12.4545454545455
0
0
9.375
0
9.74508276703142
0
0
23.6250000002434
0
0
0
0
0
0
0
0
0
-2.66666666662795
0
0
0
0
21.6666666666667
0
0
7.9
9.19047619047619
0
16.25
2.23076923076923
4.33333333333333
27
0
-0.53875825682866
0
0
0
0
0
-1.66666666666667
0
0
0
0
0
0
0
0
0
-1.99999999996891
0
4.357014559341
0.646552981717329
0
0
0
18.9374999998986
0
18.1875
17
0
0
0
0
0
0
245.602043898688
16
0
4.52173913043478
28
-1.8249918346288
0
0
0
10.8045085090785
0
22
0
-0.999999999988222
0
0
10.6153846153757
0
17.2857142857143
9.33333333333333
0
0
0
4.35
6.04545454545454
0
27.75
1.5
0
0
29.7777777777778
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10.3888888888889
8.85
0
0
0
0
0
17.3333333335584
0
0
36
0
11.3571428571429
0
0
3.33333333333333
0
6.7
0
0
0
0
19.6000000002047
0
0
-1.08941237865569
0
-1.54283303363473
0
0
0
16.3333333331801
0
0
0
0
0
0
0
0
0
0
0
0
0
16.4615384615385
0
0
0
0
0
0
0
8.1764705882353
0
0
0
0
0
0
0
0
0
14.5833333333333
0
0
0
0
0
0
35
0
0
2.83333333333333
0
0
18.3636363636364
0
-1.42980260001362
0
4.23809523809524
0
4.23809523809524
1.71711841427528
0
2.58823529411765
0
4.23809523809524
0
0
0
-26.7
0
0
0
0
-27
0
0
0
0
-5.24564992546637
0
0
0
0
0
1
0
0
0
0
0
0
0
26.8998372795396
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
11.7222222222222
0
0
0
12.6666666666667
0.708333333333333
0
0
5
0
13.2316395682547
24.4774890644233
0
0
0
0
3.42857142857083
0
5.64285714284584
27
0
0
14.3888888888889
-1.34782608695638
0
0
-4.82430171397697
0
0
0
7.70893133298886
0
0
0
0
15.3749999997719
0
4.4
4.39130434782609
0
1.66666666666667
5.26086956521739
4.375
0
0
0
34.6666666666667
0
-0.236329663527166
3.3811503441271
0
2
0
0
0
0
0
0
-3
-2.64516129032258
120.666666666667
159
0
-23.2857142857143
2.66666666670293
3
-46
0
0
10.5000000000143
0
0
3.04
0
0
0
7.5
0
0
0
0
0
0
18.6874999999297
12.2222222222222
7.5
0
41.5
18.4666666666667
0
0
34.3636363636364
-2.40147107324392
0
0
-27.5
-51.2105263157895
-30.7861063681352
0
0
0
0
0
10.7842912553287
14.6
0
3.15384615384615
8.29142857142856
-31.2272727272727
150.333333333333
-18.9285714285714
0
10.9230769230769
-27.5714285714286
0
6.44444444444445
0
21.8750000001948
-54
0
-4.62729278891063
0
0
0
23.1818181818182
-83
0
0
0
-1.9999999999728
0
0
-27.0812927055841
2
0
0
-5.00477387755923
0
0
22.7528533647356
0
-4.20051504996161
0
-1.15067896862269
0
4.25
-1.99617202438449
-2.2999375355419
0
0
32.8864800378222
0
23.0833333333333
0
-9.37499999999839
3.81413685077566
65.3333333333333
0
1.14285714285714
0
0
-2.53781290470886
0
0
2.31999999999558
0
-1.98064744614471
0
0
0
0
0
0
0
0
0
0
-1.66666666666667
0
0
0
0
0
0
0
0
0
0
-1.9999999999843
-7
0
0
0
-0.976771463907286
0
0
47.1886491356452
0
50.5000000000002
0
1.63978207180418
1.99999999996891
0
0
0
-2.83333333332152
0
0
0
0
16.6315789473684
0
0
0
0
0
0
1.48820495447012
-0.999999999997961
0
0
0
0
-5
17.5999999998678
0
0
1.9999999999728
0
0
0
0
102.333333333333
0
0
-25.5454545454546
-49.2499407279025
0
-27
0
-1.75373857939345
0
0
0
-77
0
0
0
-37.6666666666667
0
0
19.6666666666667
30
2.89473684210526
-25.578947368421
-333
0
-5.08333942960815
-25.9871198445777
0
-61
27.0588235294118
-14.3333333333333
-26.3223767412193
9.1578947368421
0
-82.8181818181818
0
0
3.45833333333333
0
0
0
-86.5925925925787
-11.3917402701407
0
0
0
0
0
-11.3917402701407
0
0
20.0588235294118
14.3333333333333
0
0
-55
0
0
0
0
0
0
0
12.3969557974831
8.61904761904762
0
7.55555555555556
3
0
-9.14285714285714
4.33333333333333
0
0
21.8749999998645
0
0
0
0
22.9411764705882
36.5454545454545
0
8.36363636363637
0
-2.52320371156077
0
27.1428571428571
0
0
0
38.3333333311264
0
0
0
0
0
0
0
50.875
0
0
0
62.875
0
0
0
15.8333333333333
0
0
52.1428571428571
0
22.5
